Date Disclosed,Project Name,Document Type,Project Number,Project Url,Product Line,Company Name,Country,IFC Country Code,Sector,Environmental Category,Department,Status,Projected Board Date,IFC Approval Date,IFC Signed Date,IFC Invested Date,IFC investment for Risk Management(Million - USD),IFC investment for Guarantee(Million - USD),IFC investment for Loan(Million - USD),IFC investment for Equity(Million - USD),Total IFC investment as approved by Board(Million - USD),WB Country Code,As of Date
10/21/2014,Fullerton NCD,Summary of Investment Information (AIP Policy 2012),34749,https://disclosures.ifc.org/project-detail/SII/34749/fullerton-ncd,Loan,FULLERTON INDIA CREDIT COMPANY LIMITED,India,IND,Financial Institutions,FI-2,"Global Industry, Financial Markets",Completed,11/22/2014,09/30/2015,04/17/2015,05/18/2015,,,75.88,,75.88,IN,"July 06, 2022 03:15 AM"
10/21/2014,Turan MSME II,Summary of Investment Information (AIP Policy 2012),35496,https://disclosures.ifc.org/project-detail/SII/35496/turan-msme-ii,Loan,TuranBank OAO,Azerbaijan,AZE,Financial Institutions,FI-2,Regional Industry - FIG - ECA,Completed,11/21/2014,12/10/2014,12/22/2014,03/02/2015,,,7,,7,AZ,"July 06, 2022 03:15 AM"
10/17/2014,Zhengming,Summary of Investment Information (AIP Policy 2012),34169,https://disclosures.ifc.org/project-detail/SII/34169/zhengming,Loan,"Shanghai Zhengmig Morden Logistics Co., Ltd.",China,CHA,Agribusiness and Forestry,B,Regional Industry - MAS Asia & Pac,Active,11/24/2014,12/15/2014,01/24/2015,03/04/2015,,,20,10.31,30.31,CN,"July 06, 2022 03:15 AM"
10/16/2014,Alliances,Summary of Investment Information (AIP Policy 2012),33038,https://disclosures.ifc.org/project-detail/SII/33038/alliances,Equity,ALLIANCES DUVELOPPEMENT IMMOBILIER,Morocco,MYC,"Tourism, Retail, and Property",B,Regional Industry - MAS Africa,Completed,06/06/2013,06/06/2013,12/20/2013,04/04/2014,,,0,65,65,MA,"July 06, 2022 03:15 AM"
10/15/2014,Ebola Emergency Liquidity Facility,Summary of Investment Information (AIP Policy 2012),36027,https://disclosures.ifc.org/project-detail/SII/36027/ebola-emergency-liquidity-facility,Loan,EBOLA EMERGENCY LIQUIDITY FACILITY,Western Africa Region,WAN,Financial Institutions,FI-2,Regional Industry - FIG Africa,Pending,10/27/2014,11/03/2014,,,,,75,,75,45,"July 06, 2022 03:15 AM"
10/15/2014,MAV Credit Peru,Summary of Investment Information (AIP Policy 2012),35369,https://disclosures.ifc.org/project-detail/SII/35369/mav-credit-peru,Equity,FONDO HMC CAPITAL HIGH YIELD PERU FI,Peru,PER,Financial Institutions,FI-2,Regional Industry - FIG LAC,Active,11/17/2014,12/15/2014,02/09/2015,04/29/2015,,,,15,15,PE,"July 06, 2022 03:15 AM"
10/14/2014,P&C Insurance Co.,Summary of Investment Information (AIP Policy 2012),34648,https://disclosures.ifc.org/project-detail/SII/34648/p&c-insurance-co-,Loan,Company Name Pending,Country Name Pending,,Financial Institutions,FI-2,Regional Industry - FIG LAC,Completed,11/14/2014,11/18/2014,04/30/2015,05/28/2015,,,18,,18,,"July 06, 2022 03:15 AM"
10/10/2014,CMSA Manzanillo,Summary of Investment Information (AIP Policy 2012),33776,https://disclosures.ifc.org/project-detail/SII/33776/cmsa-manzanillo,Loan,"Contecon Manzanillo, S.A. de C.V.",Mexico,MXC,Infrastructure,A,Regional Industry - INF LAC,Completed,12/15/2014,01/07/2015,10/21/2015,12/23/2015,,,65,,65,MX,"July 06, 2022 03:15 AM"
10/09/2014,M Mortgage Finance (Tanzania) Ltd.,Summary of Investment Information (AIP Policy 2012),33719,https://disclosures.ifc.org/project-detail/SII/33719/m-mortgage-finance-tanzania-ltd-,Equity,FIRST HOUSING FINANCE (TANZANIA) LIMITED,Tanzania,TAN,Financial Institutions,FI-3,Regional Industry - FIG Africa,Active,12/12/2014,01/08/2015,03/03/2017,05/30/2017,,,,1.5,1.5,,"July 06, 2022 03:15 AM"
10/09/2014,CAMESA PCG,Summary of Investment Information (AIP Policy 2012),34538,https://disclosures.ifc.org/project-detail/SII/34538/camesa-pcg,Guarantee,"Consejo de Asistencia al Microemprendedor, S.A. de C.V., S.F.",Mexico,MXC,Financial Institutions,FI-3,"Global Industry, Financial Markets",Completed,06/24/2014,06/24/2014,10/14/2014,,,9.73,,,9.73,MX,"July 06, 2022 03:15 AM"
10/08/2014,Improsa W SME,Summary of Investment Information (AIP Policy 2012),35132,https://disclosures.ifc.org/project-detail/SII/35132/improsa-w-sme,Loan,Banco Improsa SA,Costa Rica,COS,Financial Institutions,FI-2,Regional Industry - FIG LAC,Completed,11/14/2014,11/13/2014,11/16/2014,12/23/2014,,,20,,20,CR,"July 06, 2022 03:15 AM"
10/06/2014,Ekonomi SME Loan,Summary of Investment Information (AIP Policy 2012),34288,https://disclosures.ifc.org/project-detail/SII/34288/ekonomi-sme-loan,Loan,PT BANK EKONOMI RAHARJA,Indonesia,INS,Financial Institutions,FI-2,Regional Industry - FIG Asia & Pac,Hold,11/06/2014,04/22/2015,,,,,45,,45,ID,"July 06, 2022 03:15 AM"
10/06/2014,Asia Heart,Summary of Investment Information (AIP Policy 2012),33623,https://disclosures.ifc.org/project-detail/SII/33623/asia-heart,Loan,Wuhan Asia Heart Hospital,China,CHA,Health and Education,B,Regional Industry - MAS Asia & Pac,Hold,11/07/2014,12/08/2014,,,,,35,,35,CN,"July 06, 2022 03:15 AM"
10/06/2014,Green Infra Wind,Summary of Investment Information (AIP Policy 2012),35415,https://disclosures.ifc.org/project-detail/SII/35415/green-infra-wind,Loan,Green Infra Corporate Solar Limited,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,11/10/2014,12/05/2014,02/23/2015,04/28/2015,,,59.1,,59.1,IN,"July 06, 2022 03:15 AM"
09/30/2014,Everstone III,Summary of Investment Information (AIP Policy 2012),35855,https://disclosures.ifc.org/project-detail/SII/35855/everstone-iii,Equity,EVERSTONE CAPITAL PARTNERS III LP,India,IND,Infrastructure,FI-2,Disruptive Technologies and Funds,Active,11/03/2014,11/04/2014,01/28/2015,07/16/2015,,,,50,50,IN,"July 06, 2022 03:15 AM"
09/30/2014,Seven Energy Bond,Summary of Investment Information (AIP Policy 2012),35877,https://disclosures.ifc.org/project-detail/SII/35877/seven-energy-bond,Loan,SEVEN ENERGY INTERNATIONAL LIMITED,Nigeria,NIR,"Oil, Gas, and Mining",C,Gbl Infrastructure &amp; Natural Resources,Completed,09/30/2014,09/26/2014,10/01/2014,10/10/2014,,,50,,50,NG,"July 06, 2022 03:15 AM"
09/29/2014,Portucel Moz,Summary of Investment Information (AIP Policy 2012),32522,https://disclosures.ifc.org/project-detail/SII/32522/portucel-moz,Equity,PORTUCEL MOCAMBIQUE LDA,Mozambique,MOZ,Agribusiness and Forestry,A,Regional Industry - MAS Africa,Active,12/11/2014,12/11/2014,12/15/2014,07/25/2016,,,,32,32,MZ,"July 06, 2022 03:15 AM"
09/29/2014,Clearwater India Limited,Summary of Investment Information (AIP Policy 2012),34733,https://disclosures.ifc.org/project-detail/SII/34733/clearwater-india-limited,Loan,ALTICO CAPITAL INDIA LIMITED,India,IND,Financial Institutions,FI-1,Regional Industry - FIG Asia & Pac,Completed,10/31/2014,01/28/2015,06/26/2015,04/18/2016,,,72.49,,72.49,IN,"July 06, 2022 03:15 AM"
09/29/2014,MyUniverseAB Grp,Summary of Investment Information (AIP Policy 2012),34923,https://disclosures.ifc.org/project-detail/SII/34923/myuniverseab-grp,Equity,ADITYA BIRLA MYUNIVERSE LIMITED,India,IND,Financial Institutions,FI-3,"Global Industry, Financial Markets",Completed,11/03/2014,12/04/2014,12/19/2014,02/23/2015,,,,9.67,9.67,IN,"July 06, 2022 03:15 AM"
09/26/2014,Gulpur Hydro,Summary of Investment Information (AIP Policy 2012),32874,https://disclosures.ifc.org/project-detail/SII/32874/gulpur-hydro,Loan,MIRA POWER LIMITED,Pakistan,PAK,Infrastructure,A,Regional Industry INF MCT,Active,12/03/2014,01/21/2015,05/04/2015,11/13/2015,,,60,,60,PK,"July 06, 2022 03:15 AM"
09/24/2014,Valle Solar PV,Summary of Investment Information (AIP Policy 2012),35080,https://disclosures.ifc.org/project-detail/SII/35080/valle-solar-pv,Risk Management,Compania Hondurena de Energia Solar SA de CV,Honduras,HDS,Infrastructure,B,Regional Industry - INF LAC,Active,10/27/2014,01/09/2015,05/13/2015,02/12/2016,0.75,,30,,30.75,HN,"July 06, 2022 03:15 AM"
09/19/2014,BAFL Equity,Summary of Investment Information (AIP Policy 2012),34773,https://disclosures.ifc.org/project-detail/SII/34773/bafl-equity,Equity,BANK ALFALAH LIMITED,Pakistan,PAK,Financial Institutions,FI-2,"Global Industry, Financial Markets",Active,09/12/2014,09/12/2014,11/20/2014,12/18/2014,,,,65.85,65.85,PK,"July 06, 2022 03:15 AM"
09/19/2014,Acme Solar NSM,Summary of Investment Information (AIP Policy 2012),35187,https://disclosures.ifc.org/project-detail/SII/35187/acme-solar-nsm,Loan,MEDHA ENERGY PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,05/24/2014,06/14/2013,11/20/2014,01/14/2015,,,50,,50,IN,"July 06, 2022 03:15 AM"
09/17/2014,New Hope SEA,Summary of Investment Information (AIP Policy 2012),34007,https://disclosures.ifc.org/project-detail/SII/34007/new-hope-sea,Loan,NEW HOPE SINGAPORE PTE. LTD.,China,CHA,Agribusiness and Forestry,B,Regional Industry - MAS Asia & Pac,Completed,10/24/2014,02/13/2015,06/09/2015,07/05/2016,,,40,,40,CN,"July 06, 2022 03:15 AM"
09/15/2014,Gama Enerji,Summary of Investment Information (AIP Policy 2012),32258,https://disclosures.ifc.org/project-detail/SII/32258/gama-enerji,Equity,GAMA ENERJI ANONIM SIRKETI,Turkey,TUR,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Active,11/17/2014,11/20/2014,12/22/2014,06/29/2015,,,,170,170,TR,"July 06, 2022 03:15 AM"
09/12/2014,Condor Gold Plc,Summary of Investment Information (AIP Policy 2012),32519,https://disclosures.ifc.org/project-detail/SII/32519/condor-gold-plc,Equity,CONDOR GOLD PLC,Nicaragua,NIC,"Oil, Gas, and Mining",B,Gbl Infrastructure &amp; Natural Resources,Completed,10/15/2014,10/20/2014,10/24/2014,10/28/2014,,,,10,10,NI,"July 06, 2022 03:15 AM"
09/11/2014,Davivienda Costa Rica,Summary of Investment Information (AIP Policy 2012),32965,https://disclosures.ifc.org/project-detail/SII/32965/davivienda-costa-rica,Loan,Banco Davivienda (Costa Rica) S.A.,Costa Rica,COS,Financial Institutions,FI-1,"Global Industry, Financial Markets",Completed,10/15/2014,12/18/2014,03/06/2015,04/22/2015,,,50,,50,CR,"July 06, 2022 03:15 AM"
09/11/2014,Idea Cell Ltd.,Summary of Investment Information (AIP Policy 2012),35083,https://disclosures.ifc.org/project-detail/SII/35083/idea-cell-ltd-,Equity,VODAFONE IDEA LIMITED,India,IND,"Telecommunications, Media, and Technology",B,Gbl Infrastructure & Natural Resources,Completed,05/28/2014,05/27/2014,06/05/2014,06/06/2014,,,,64.66,64.66,IN,"July 06, 2022 03:15 AM"
09/10/2014,Rede Dor ll,Summary of Investment Information (AIP Policy 2012),33914,https://disclosures.ifc.org/project-detail/SII/33914/rede-dor-ll,Loan,REDE D'OR SAO LUIZ SA,Brazil,BRA,Health and Education,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,10/13/2014,11/05/2014,12/04/2014,10/28/2015,,,50,,50,BR,"July 06, 2022 03:15 AM"
09/10/2014,RG Brands,Summary of Investment Information (AIP Policy 2012),35534,https://disclosures.ifc.org/project-detail/SII/35534/rg-brands,Loan,RG Brands AO,Kazakhstan,KAZ,Agribusiness and Forestry,B,Regional Industry - MAS ECA,Completed,10/15/2014,12/12/2014,12/15/2014,12/31/2014,,,30,,30,KZ,"July 06, 2022 03:15 AM"
09/10/2014,Bank Audi Equity,Summary of Investment Information (AIP Policy 2012),35788,https://disclosures.ifc.org/project-detail/SII/35788/bank-audi-equity,Equity,BANK AUDI SAL,Lebanon,LEB,Financial Institutions,FI-1,Regional Industry FIG MCT,Active,09/08/2014,09/08/2014,09/10/2014,09/11/2014,,,,88.5,88.5,LB,"July 06, 2022 03:15 AM"
09/09/2014,BICEC  Agri RSF,Summary of Investment Information (AIP Policy 2012),34915,https://disclosures.ifc.org/project-detail/SII/34915/bicec--agri-rsf,Guarantee,Banque Internationale du Cameroun pour lEpargne et le Credit,Cameroon,CAM,Financial Institutions,FI-2,Regional Industry - FIG ME & Africa,Active,09/25/2014,09/25/2014,03/24/2015,,,4.28,,,4.28,CM,"July 06, 2022 03:15 AM"
09/08/2014,Affero Lab,Summary of Investment Information (AIP Policy 2012),34700,https://disclosures.ifc.org/project-detail/SII/34700/affero-lab,Equity,AFFERO LAB SA,Brazil,BRA,Health and Education,B,Regional Industry - MAS LAC,Completed,10/20/2014,12/18/2014,06/01/2015,06/16/2015,,,,20.79,20.79,BR,"July 06, 2022 03:15 AM"
09/08/2014,A 100,Summary of Investment Information (AIP Policy 2012),35068,https://disclosures.ifc.org/project-detail/SII/35068/a-100,Loan,ALC ETERIKA MINSK REGION,Belarus,BLR,"Tourism, Retail, and Property",B,Regional Industry - MAS ECA,Completed,10/10/2014,12/18/2014,05/31/2015,06/26/2015,,,20,,20,BY,"July 06, 2022 03:15 AM"
09/04/2014,FINCA Armenia 2,Summary of Investment Information (AIP Policy 2012),35418,https://disclosures.ifc.org/project-detail/SII/35418/finca-armenia-2,Loan,FINCA UNIVERSAL CREDIT ORGANIZATION CJSC,Armenia,ARM,Financial Institutions,FI-3,"Global Industry, Financial Markets",Completed,10/06/2014,10/29/2014,11/18/2014,07/28/2015,,,3,,3,AM,"July 06, 2022 03:15 AM"
09/03/2014,Chase Bank BoW,Summary of Investment Information (AIP Policy 2012),35433,https://disclosures.ifc.org/project-detail/SII/35433/chase-bank-bow,Loan,CHASE BANK KENYA LIMITED,Kenya,KEN,Financial Institutions,FI-2,Regional Industry - FIG Africa,Active,10/06/2014,12/11/2014,12/19/2014,01/13/2015,,,25,,25,KE,"July 06, 2022 03:15 AM"
09/02/2014,DTBK Tier II Inc,Summary of Investment Information (AIP Policy 2012),35549,https://disclosures.ifc.org/project-detail/SII/35549/dtbk-tier-ii-inc,Loan,Diamond Trust Bank Kenya Limited,Kenya,KEN,Financial Institutions,FI-2,Regional Industry - FIG ME & Africa,Active,10/06/2014,12/08/2014,12/11/2014,03/24/2015,,,20,,20,KE,"July 06, 2022 03:15 AM"
09/02/2014,"Americas Energy Fund II Clean Energy, L.P.",Summary of Investment Information (AIP Policy 2012),35146,https://disclosures.ifc.org/project-detail/SII/35146/americas-energy-fund-ii-clean-energy-l-p-,Equity,"AMERICAS ENERGY FUND II CLEAN ENERGY, LP",Latin America Region,LAC,Financial Institutions,FI-1,Disruptive Technologies and Funds,Active,10/15/2014,12/22/2014,04/03/2015,05/11/2015,,,,25,25,33,"July 06, 2022 03:15 AM"
08/29/2014,ESIP Kaymu,Summary of Investment Information (AIP Policy 2012),35214,https://disclosures.ifc.org/project-detail/SII/35214/esip-kaymu,Equity,Digital Services Xvi SARL,Eastern Europe Region,EER,"Tourism, Retail, and Property",C,Disruptive Technologies and Funds,Completed,09/30/2014,12/16/2014,02/18/2015,02/25/2015,,,,12.47,12.47,51,"July 06, 2022 03:15 AM"
08/28/2014,Azure Clean,Summary of Investment Information (AIP Policy 2012),35058,https://disclosures.ifc.org/project-detail/SII/35058/azure-clean,Loan,AZURE CLEAN ENERGY PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,09/30/2014,10/02/2014,10/31/2014,03/27/2015,,,13.94,,13.94,IN,"July 06, 2022 03:15 AM"
08/27/2014,Cargills Foods Company (Private) Limited,Summary of Investment Information (AIP Policy 2012),33477,https://disclosures.ifc.org/project-detail/SII/33477/cargills-foods-company-private-limited,Equity,CARGILLS QUALITY FOODS LIMITED,Sri Lanka,SRI,"Tourism, Retail, and Property",B,Regional Industry - MAS Asia & Pac,Completed,09/22/2014,12/03/2013,08/22/2014,02/09/2015,,,,20,20,LK,"July 06, 2022 03:15 AM"
08/26/2014,Eaton Uganda II,Summary of Investment Information (AIP Policy 2012),35366,https://disclosures.ifc.org/project-detail/SII/35366/eaton-uganda-ii,Loan,EATON TOWERS UGANDA LTD,Uganda,UAN,"Telecommunications, Media, and Technology",B,Gbl Infrastructure & Natural Resources,Completed,09/30/2014,01/23/2015,06/09/2015,07/09/2015,,,20,,20,UG,"July 06, 2022 03:15 AM"
08/21/2014,IHS Nigeria 2,Summary of Investment Information (AIP Policy 2012),35725,https://disclosures.ifc.org/project-detail/SII/35725/ihs-nigeria-2,Loan,IHS NIGERIA LIMITED,Nigeria,NIR,"Telecommunications, Media, and Technology",B,"TMT, Venture Capital &amp; Funds",Completed,09/22/2014,09/25/2014,10/09/2014,11/06/2014,,,50,,50,NG,"July 06, 2022 03:15 AM"
08/18/2014,Usina Delta S.A.,Summary of Investment Information (AIP Policy 2012),34394,https://disclosures.ifc.org/project-detail/SII/34394/usina-delta-s-a-,Loan,Delta Sucroenergia S/A,Brazil,BRA,Agribusiness and Forestry,B,Regional Industry - MAS LAC,Active,09/22/2014,10/24/2014,02/24/2015,03/24/2015,,,40,,40,BR,"July 06, 2022 03:15 AM"
08/18/2014,NIC Bank Limited,Summary of Investment Information (AIP Policy 2012),35372,https://disclosures.ifc.org/project-detail/SII/35372/nic-bank-limited,Loan,NCBA BANK KENYA PLC,Kenya,KEN,Financial Institutions,FI-2,Regional Industry - FIG Africa,Active,09/22/2014,11/19/2014,12/09/2014,12/23/2014,,,55,,55,KE,"July 06, 2022 03:15 AM"
08/15/2014,Pacifico Solar,Summary of Investment Information (AIP Policy 2012),34975,https://disclosures.ifc.org/project-detail/SII/34975/pacifico-solar,Loan,"Participaciones Choluteca Dos, S.A.",Honduras,HDS,Infrastructure,B,Regional Industry - INF LAC,Completed,09/15/2014,09/30/2014,12/04/2014,12/19/2014,,,46,,46,HN,"July 06, 2022 03:15 AM"
08/12/2014,KMF,Summary of Investment Information (AIP Policy 2012),34328,https://disclosures.ifc.org/project-detail/SII/34328/kmf,Loan,MICROFINANCE ORGANIZATION KMF LLC,Kazakhstan,KAZ,Financial Institutions,FI-2,"Global Industry, Financial Markets",Completed,09/22/2014,09/22/2014,10/24/2014,03/10/2015,,,5,,5,KZ,"July 06, 2022 03:15 AM"
08/12/2014,Nyva,Summary of Investment Information (AIP Policy 2012),34421,https://disclosures.ifc.org/project-detail/SII/34421/nyva,Loan,OOO SP NYVA PEREYASLAVSHCHYNY,Ukraine,UKR,Agribusiness and Forestry,B,"Gbl Ind, Manufact, Agribus & Services",Completed,09/12/2014,12/01/2014,04/28/2015,08/31/2015,,,25,,25,UA,"July 06, 2022 03:15 AM"
08/11/2014,Ethiop Coffee II,Summary of Investment Information (AIP Policy 2012),35023,https://disclosures.ifc.org/project-detail/SII/35023/ethiop-coffee-ii,Guarantee,Ethiopian Coffee Initiative,Ethiopia,ETH,Agribusiness and Forestry,B,Regional Industry - MAS Africa,Completed,09/15/2014,10/29/2014,11/18/2014,,,9.01,,,9.01,ET,"July 06, 2022 03:15 AM"
08/06/2014,MSC Shipmanagement Limited,Summary of Investment Information (AIP Policy 2012),35174,https://disclosures.ifc.org/project-detail/SII/35174/msc-shipmanagement-limited,Loan,MSC SHIPMANAGEMENT LIMITED,World Region,WLD,Infrastructure,B,Gbl Infrastructure & Natural Resources,Completed,09/29/2014,10/14/2014,11/24/2014,12/02/2014,,,150,,150,99,"July 06, 2022 03:15 AM"
08/01/2014,Jordan Solar One,Summary of Investment Information (AIP Policy 2012),35479,https://disclosures.ifc.org/project-detail/SII/35479/jordan-solar-one,Loan,JORDAN SOLAR ONE (CAYMAN) JORDAN PSC,Jordan,JOR,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,09/05/2014,09/25/2014,10/01/2014,09/10/2015,,,22.5,,22.5,JO,"July 06, 2022 03:15 AM"
08/01/2014,DARP New Credit II,Summary of Investment Information (AIP Policy 2012),35061,https://disclosures.ifc.org/project-detail/SII/35061/darp-new-credit-ii,Loan,DARP SPV NEW CREDIT II,Colombia,CLM,Financial Institutions,FI-2,Regional Industry - FIG LAC,Completed,09/15/2014,10/14/2014,11/05/2014,11/26/2014,,,30,,30,CO,"July 06, 2022 03:15 AM"
07/30/2014,Nidera-COFCO,Summary of Investment Information (AIP Policy 2012),34737,https://disclosures.ifc.org/project-detail/SII/34737/nidera-cofco,Equity,Nidera B.V.,World Region,WLD,Agribusiness and Forestry,A,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,10/02/2014,09/25/2014,09/30/2014,10/07/2014,,,,60,60,99,"July 06, 2022 03:15 AM"
07/30/2014,Noble-COFCO,Summary of Investment Information (AIP Policy 2012),34738,https://disclosures.ifc.org/project-detail/SII/34738/noble-cofco,Equity,COFCO AGRI LIMITED,World Region,WLD,Agribusiness and Forestry,A,Regional Industry - MAS Asia & Pac,Completed,10/02/2014,09/25/2014,09/30/2014,10/07/2014,,,,80,80,99,"July 06, 2022 03:15 AM"
07/29/2014,Smithfield Roman,Summary of Investment Information (AIP Policy 2012),34984,https://disclosures.ifc.org/project-detail/SII/34984/smithfield-roman,Loan,SMITHFIELD ROMANIA SRL,Romania,ROM,Agribusiness and Forestry,B,Regional Industry - MAS ECA,Completed,09/01/2014,11/19/2014,06/26/2015,01/11/2016,,,60,,60,RO,"July 06, 2022 03:15 AM"
07/23/2014,TMB RSF,Summary of Investment Information (AIP Policy 2012),35414,https://disclosures.ifc.org/project-detail/SII/35414/tmb-rsf,Guarantee,TMB THANACHART BANK PUBLIC COMPANY LIMITED,Thailand,THL,Financial Institutions,FI-2,Regional Industry - FIG Asia & Pac,Completed,08/29/2014,09/03/2014,09/23/2014,,,70.44,,,70.44,TH,"July 06, 2022 03:15 AM"
07/17/2014,Grupo ASSA II,Summary of Investment Information (AIP Policy 2012),34426,https://disclosures.ifc.org/project-detail/SII/34426/grupo-assa-ii,Loan,GRUPO ASSA CORP,Latin America Region,LAC,"Telecommunications, Media, and Technology",C,Regional Industry - INF LAC,Completed,08/18/2014,11/26/2014,05/11/2015,06/05/2015,,,8,,8,33,"July 06, 2022 03:15 AM"
