Date Disclosed,Project Name,Document Type,Project Number,Project Url,Product Line,Company Name,Country,IFC Country Code,Sector,Environmental Category,Department,Status,Projected Board Date,IFC Approval Date,IFC Signed Date,IFC Invested Date,IFC investment for Risk Management(Million - USD),IFC investment for Guarantee(Million - USD),IFC investment for Loan(Million - USD),IFC investment for Equity(Million - USD),Total IFC investment as approved by Board(Million - USD),WB Country Code,As of Date
02/17/2011,Bansicredi,Summary of Proposed Investment (Disclosure Policy 2006),28822,https://disclosures.ifc.org/project-detail/SPI/28822/bansicredi,Loan,Banco Cooperativo Sicredi S/A.,Brazil,BRA,Financial Institutions,FI,"Global Industry, Financial Markets",Active,04/29/2011,07/06/2011,12/07/2011,02/07/2013,,,50,10,60,BR,"July 06, 2022 03:15 AM"
02/17/2011,UHG - ADM,Summary of Proposed Investment (Disclosure Policy 2006),30631,https://disclosures.ifc.org/project-detail/SPI/30631/uhg---adm,Equity,UHG Topco Cooperatief U.A.,Turkey,TUR,Health and Education,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,03/09/2011,03/09/2011,04/13/2011,04/19/2011,,,,25,25,TR,"July 06, 2022 03:15 AM"
02/16/2011,CEZ Shperndarje,Summary of Proposed Investment (Disclosure Policy 2006),29208,https://disclosures.ifc.org/project-detail/SPI/29208/cez-shperndarje,Loan,OPERATORI I SHPERNDARJES SE ENERGJISE ELEKTRIKE SH.A.,Albania,ALB,Infrastructure,B,Regional Industry - INF ECA,Completed,03/21/2011,03/23/2011,07/01/2011,09/02/2011,,,69.16,,69.16,AL,"July 06, 2022 03:15 AM"
02/16/2011,Grupo Salud,Summary of Proposed Investment (Disclosure Policy 2006),29595,https://disclosures.ifc.org/project-detail/SPI/29595/grupo-salud,Loan,Grupo Salud del Peru S.A.C.,Peru,PER,Health and Education,B,Regional Industry - MAS LAC,Completed,03/31/2011,04/26/2011,06/29/2011,03/06/2013,,,25,,25,PE,"July 06, 2022 03:15 AM"
02/16/2011,Euroleasing SME,Summary of Proposed Investment (Disclosure Policy 2006),30100,https://disclosures.ifc.org/project-detail/SPI/30100/euroleasing-sme,Loan,EURO LEASING LTD,Ukraine,UKR,Financial Institutions,FI,Regional Industry - FIG - ECA,Active,03/18/2011,04/18/2011,05/19/2011,08/16/2011,,,10,,10,UA,"July 06, 2022 03:15 AM"
02/15/2011,Equity TCB,Summary of Proposed Investment (Disclosure Policy 2006),30236,https://disclosures.ifc.org/project-detail/SPI/30236/equity-tcb,Loan,TRANSKAPITALBANK,Russian Federation,RUS,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,03/31/2011,03/31/2011,06/23/2011,08/10/2011,,,25,35,60,RU,"July 06, 2022 03:15 AM"
02/15/2011,Agrofertil,Summary of Proposed Investment (Disclosure Policy 2006),30278,https://disclosures.ifc.org/project-detail/SPI/30278/agrofertil,Loan,AGROFERTIL S.A.,Paraguay,PAR,Agribusiness and Forestry,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,03/17/2011,08/02/2011,08/26/2011,10/05/2011,,,15,,15,PY,"July 06, 2022 03:15 AM"
02/10/2011,PTC Fin Loan,Summary of Proposed Investment (Disclosure Policy 2006),30223,https://disclosures.ifc.org/project-detail/SPI/30223/ptc-fin-loan,Loan,PTC INDIA FINANCIAL SERVICES LIMITED,India,IND,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,03/14/2011,03/24/2011,04/28/2011,04/16/2012,,,50,,50,IN,"July 06, 2022 03:15 AM"
02/07/2011,Sagicor Financial Corporation,Summary of Proposed Investment (Disclosure Policy 2006),29698,https://disclosures.ifc.org/project-detail/SPI/29698/sagicor-financial-corporation,Equity,SAGICOR FINANCIAL CORPORATION LIMITED,Caribbean Region,CRB,Financial Institutions,C,Regional Industry - FIG LAC,Completed,03/10/2011,03/10/2011,03/31/2011,07/15/2011,,,,100,100,6R,"July 06, 2022 03:15 AM"
02/03/2011,First Cravings,Summary of Proposed Investment (Disclosure Policy 2006),30116,https://disclosures.ifc.org/project-detail/SPI/30116/first-cravings,Loan,TCG HOLDINGS INC.,Philippines,PHL,Health and Education,B,"Gbl Ind, Manufact, Agribus &amp; Services",Active,03/07/2011,03/28/2011,06/29/2011,09/22/2011,,,15.83,7.91,23.74,PH,"July 06, 2022 03:15 AM"
02/02/2011,Energomera II,Summary of Proposed Investment (Disclosure Policy 2006),30422,https://disclosures.ifc.org/project-detail/SPI/30422/energomera-ii,Loan,ZAO MONOCRYSTAL,Russian Federation,RUS,Manufacturing,B,Regional Industry - MAS ECA,Completed,03/07/2011,05/20/2011,06/24/2011,09/14/2011,,,52.57,,52.57,RU,"July 06, 2022 03:15 AM"
02/02/2011,Exim India: South Asian IDA countries Export Facility,Summary of Proposed Investment (Disclosure Policy 2006),30554,https://disclosures.ifc.org/project-detail/SPI/30554/exim-india:-south-asian-ida-countries-export-facility,Loan,EXPORT-IMPORT BANK OF INDIA,India,IND,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,03/04/2011,03/22/2011,03/29/2011,04/27/2011,,,75,,75,IN,"July 06, 2022 03:15 AM"
01/28/2011,CF - AUB,Summary of Proposed Investment (Disclosure Policy 2006),28309,https://disclosures.ifc.org/project-detail/SPI/28309/cf---aub,,AHLI UNITED BANK B.S.C.,Bahrain,BHR,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,03/03/2011,03/03/2011,04/18/2011,04/19/2011,,,,,,,"July 06, 2022 03:15 AM"
01/28/2011,Commercial Bank of Iraq,Summary of Proposed Investment (Disclosure Policy 2006),30617,https://disclosures.ifc.org/project-detail/SPI/30617/commercial-bank-of-iraq,Equity,COMMERCIAL BANK OF IRAQ,Iraq,IRQ,Financial Institutions,FI,Regional Industry FIG MCT,Active,03/03/2011,03/03/2011,08/13/2012,02/06/2015,,,,23.75,23.75,IQ,"July 06, 2022 03:15 AM"
01/27/2011,Interswitch,Summary of Proposed Investment (Disclosure Policy 2006),30438,https://disclosures.ifc.org/project-detail/SPI/30438/interswitch,Equity,INTERSWITCH LIMITED,Nigeria,NIR,Financial Institutions,C,"Global Industry, Financial Markets",Active,02/28/2011,06/09/2011,09/06/2011,10/20/2011,,,,10.5,10.5,NG,"July 06, 2022 03:15 AM"
01/19/2011,Nuestra Gente II,Summary of Proposed Investment (Disclosure Policy 2006),29168,https://disclosures.ifc.org/project-detail/SPI/29168/nuestra-gente-ii,Loan,FINANCIERA CONFIANZA S.A.A.,Peru,PER,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,02/22/2011,03/16/2011,05/17/2011,08/24/2011,,,16.2,,16.2,PE,"July 06, 2022 03:15 AM"
01/19/2011,Kaizen,Summary of Proposed Investment (Disclosure Policy 2006),29922,https://disclosures.ifc.org/project-detail/SPI/29922/kaizen,Equity,KAIZEN PRIVATE EQUITY,India,IND,Financial Institutions,FI,"Gbl Ind, Manufact, Agribus &amp; Services",Active,02/25/2011,04/27/2011,05/06/2011,10/07/2011,,,,10,10,IN,"July 06, 2022 03:15 AM"
01/18/2011,Regional CL,Summary of Proposed Investment (Disclosure Policy 2006),29679,https://disclosures.ifc.org/project-detail/SPI/29679/regional-cl,Loan,BANCO REGIONAL S.A.E.C.A.,Paraguay,PAR,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,03/01/2011,03/16/2011,03/26/2011,07/01/2011,,,30,,30,PY,"July 06, 2022 03:15 AM"
01/18/2011,DARP Clearwater,Summary of Proposed Investment (Disclosure Policy 2006),30002,https://disclosures.ifc.org/project-detail/SPI/30002/darp-clearwater,Loan,Clearwater Capital Partners Emerging Markets LP,East Asia and Pacific Region,EAP,Financial Institutions,FI,Regional Industry - FIG Asia & Pac,Completed,04/18/2011,09/30/2011,09/30/2011,10/25/2011,,,50,,50,EAP,"July 06, 2022 03:15 AM"
01/13/2011,Bandhan,Summary of Proposed Investment (Disclosure Policy 2006),27223,https://disclosures.ifc.org/project-detail/SPI/27223/bandhan,Equity,BANDHAN FINANCIAL SERVICES LIMITED,India,IND,Financial Institutions,FI,"Global Industry, Financial Markets",Active,02/17/2011,02/24/2011,05/11/2011,08/29/2011,,,,30,30,IN,"July 06, 2022 03:15 AM"
01/12/2011,Star Hydropower,Summary of Proposed Investment (Disclosure Policy 2006),26229,https://disclosures.ifc.org/project-detail/SPI/26229/star-hydropower,Loan,STAR HYDROPOWER LIMITED,Pakistan,PAK,Infrastructure,A,Regional Industry INF MCT,Active,05/12/2011,09/08/2011,12/13/2011,12/31/2012,,,60,,60,PK,"July 06, 2022 03:15 AM"
01/07/2011,CPLF - Mytischi,Summary of Proposed Investment (Disclosure Policy 2006),30369,https://disclosures.ifc.org/project-detail/SPI/30369/cplf---mytischi,Loan,"UZ ZHKKH G. ASBESTA, MKU",Russian Federation,RUS,Infrastructure,B,Regional Industry - INF ECA,Completed,02/10/2011,11/05/2015,04/13/2011,10/26/2011,,,125,,125,RU,"July 06, 2022 03:15 AM"
01/03/2011,Seguros GyT S.A.,Summary of Proposed Investment (Disclosure Policy 2006),27755,https://disclosures.ifc.org/project-detail/SPI/27755/seguros-gyt-s-a-,Equity,SEGUROS G AND T SA,Guatemala,GUA,Financial Institutions,FI,Regional Industry - FIG LAC,Completed,02/04/2011,02/24/2015,09/21/2012,05/17/2013,,,,5.3,5.3,GT,"July 06, 2022 03:15 AM"
12/22/2010,Russia Residential Energy Efficiency Program,Summary of Proposed Investment (Disclosure Policy 2006),574447,https://disclosures.ifc.org/project-detail/SPI/574447/russia-residential-energy-efficiency-program,,UNKNOWN,Russian Federation,RUS,Agribusiness and Forestry,FI,Climate Business Department,Completed,01/24/2011,,,,,,,,,RU,"July 06, 2022 03:15 AM"
12/20/2010,GTLP FIM Bank,Summary of Proposed Investment (Disclosure Policy 2006),30171,https://disclosures.ifc.org/project-detail/SPI/30171/gtlp-fim-bank,Loan,FIMBANK P.L.C.,MENA Region,EMN,Financial Institutions,C,"Global Industry, Financial Markets",Completed,01/20/2011,02/03/2011,04/20/2011,06/20/2011,,,15,,15,MNA,"July 06, 2022 03:15 AM"
12/17/2010,Magerwa 1,Summary of Proposed Investment (Disclosure Policy 2006),30381,https://disclosures.ifc.org/project-detail/SPI/30381/magerwa-1,Loan,Magerwa,Rwanda,RWA,Infrastructure,B,Regional Industry - INF Africa,Completed,01/17/2011,04/19/2011,05/18/2011,05/26/2011,,,11,,11,RW,"July 06, 2022 03:15 AM"
12/13/2010,Vitafoam SL,Summary of Proposed Investment (Disclosure Policy 2006),30082,https://disclosures.ifc.org/project-detail/SPI/30082/vitafoam-sl,Loan,VITAFOAM SIERRA LEONE LIMITED,Sierra Leone,SIL,Manufacturing,B,Regional Industry - MAS Africa,Completed,01/13/2011,09/12/2011,10/11/2011,07/25/2013,,,2.85,,2.85,SL,"July 06, 2022 03:15 AM"
12/10/2010,Altobridge,Summary of Proposed Investment (Disclosure Policy 2006),30402,https://disclosures.ifc.org/project-detail/SPI/30402/altobridge,Equity,ALTOBRIDGE LIMITED,World Region,WLD,"Telecommunications, Media, and Technology",C,"TMT, Venture Capital &amp; Funds",Completed,01/21/2011,02/17/2011,03/09/2011,03/16/2011,,,,5,5,99,"July 06, 2022 03:15 AM"
12/08/2010,EPM AB Loan,Summary of Proposed Investment (Disclosure Policy 2006),27985,https://disclosures.ifc.org/project-detail/SPI/27985/epm-ab-loan,Loan,EMPRESAS PUBLICAS DE MEDELLIN E S P,Colombia,CLM,Infrastructure,B,Regional Industry - INF LAC,Completed,01/31/2011,08/25/2011,12/29/2011,08/28/2012,,,25,,25,CO,"July 06, 2022 03:15 AM"
12/07/2010,SEWA,Summary of Proposed Investment (Disclosure Policy 2006),30204,https://disclosures.ifc.org/project-detail/SPI/30204/sewa,Guarantee,Self Employed Women's Association,India,IND,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,01/10/2011,04/13/2012,05/24/2012,,,1.75,,,1.75,IN,"July 06, 2022 03:15 AM"
12/03/2010,Soufflet ECA,Summary of Proposed Investment (Disclosure Policy 2006),30067,https://disclosures.ifc.org/project-detail/SPI/30067/soufflet-eca,Loan,SOUFFLET FINANCES,Eastern Europe Region,EER,Agribusiness and Forestry,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,01/06/2011,01/13/2011,01/21/2011,03/03/2011,,,80.3,,80.3,51,"July 06, 2022 03:15 AM"
12/02/2010,Actis Africa Real Estate Fund 2,Summary of Proposed Investment (Disclosure Policy 2006),29906,https://disclosures.ifc.org/project-detail/SPI/29906/actis-africa-real-estate-fund-2,Equity,ACTIS AFRICA REAL ESTATE FUND 2 LP,Africa Region,AFR,"Tourism, Retail, and Property",FI,"Gbl Ind, Manufact, Agribus &amp; Services",Active,01/31/2011,03/16/2011,05/10/2011,06/17/2011,,,,25,25,3A,"July 06, 2022 03:15 AM"
12/02/2010,Vinati Organics Limited,Summary of Proposed Investment (Disclosure Policy 2006),29988,https://disclosures.ifc.org/project-detail/SPI/29988/vinati-organics-limited,Loan,VINATI ORGANICS LIMITED,India,IND,Health and Education,B,Regional Industry - MAS Asia & Pac,Completed,01/03/2011,01/07/2011,03/04/2011,07/28/2011,,,16,0,16,IN,"July 06, 2022 03:15 AM"
11/30/2010,"ACBA-Credit Agricole Bank, Armenia",Summary of Proposed Investment (Disclosure Policy 2006),30026,https://disclosures.ifc.org/project-detail/SPI/30026/acba-credit-agricole-bank-armenia,Loan,ACBA BANK CJSC,Armenia,ARM,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,01/06/2011,01/07/2011,03/30/2011,05/11/2011,,,20,,20,AM,"July 06, 2022 03:15 AM"
11/24/2010,Global Climate,Summary of Proposed Investment (Disclosure Policy 2006),29373,https://disclosures.ifc.org/project-detail/SPI/29373/global-climate,Loan,GLOBAL CLIMATE PARTNERSHIP FUND SA SICAV-SIF,World Region,WLD,Funds,FI,"Global Industry, Financial Markets",Active,12/27/2010,04/01/2011,05/04/2011,12/21/2011,,,75,,75,99,"July 06, 2022 03:15 AM"
11/24/2010,KHI Ghana,Summary of Proposed Investment (Disclosure Policy 2006),30029,https://disclosures.ifc.org/project-detail/SPI/30029/khi-ghana,Loan,KHI GHANA 01 LIMITED,Ghana,GHA,"Tourism, Retail, and Property",B,Regional Industry - MAS Africa,Completed,12/27/2010,12/23/2010,02/22/2011,12/13/2011,,,26,,26,GH,"July 06, 2022 03:15 AM"
11/24/2010,Comasel Louga,Summary of Proposed Investment (Disclosure Policy 2006),30094,https://disclosures.ifc.org/project-detail/SPI/30094/comasel-louga,Equity,COMPAGNIE MAROCCO-SENEGALAISE D'ELECTRICITE LOUGA SA,Senegal,SEN,Infrastructure,B,Regional Industry - INF Africa,Completed,01/20/2011,05/24/2011,06/10/2011,09/20/2011,,,,0.8,0.8,SN,"July 06, 2022 03:15 AM"
11/24/2010,FATEN,Summary of Proposed Investment (Disclosure Policy 2006),30178,https://disclosures.ifc.org/project-detail/SPI/30178/faten,Loan,PALESTINE FOR CREDIT AND DEVELOPMENT,West Bank and Gaza,XOT,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,12/27/2010,03/29/2011,04/07/2011,04/21/2011,,,3,,3,GZ,"July 06, 2022 03:15 AM"
11/23/2010,Xinjiang MCC,Summary of Proposed Investment (Disclosure Policy 2006),30345,https://disclosures.ifc.org/project-detail/SPI/30345/xinjiang-mcc,Equity,Urumqi TianRong Micro Credit Co Ltd,China,CHA,Financial Institutions,FI,Regional Industry - FIG Asia & Pac,Completed,12/27/2010,01/12/2012,04/02/2012,08/27/2012,,,,1.59,1.59,CN,"July 06, 2022 03:15 AM"
11/19/2010,PNG SME Risk Sharing Facility,Summary of Proposed Investment (Disclosure Policy 2006),29230,https://disclosures.ifc.org/project-detail/SPI/29230/png-sme-risk-sharing-facility,Guarantee,BANK OF SOUTH PACIFIC LIMITED,Papua New Guinea,PAP,Financial Institutions,FI,Regional Industry - FIG Asia & Pac,Active,12/21/2010,05/16/2011,06/14/2011,,,32.01,,,32.01,PG,"July 06, 2022 03:15 AM"
11/16/2010,Tianjin Haitai,Summary of Proposed Investment (Disclosure Policy 2006),30190,https://disclosures.ifc.org/project-detail/SPI/30190/tianjin-haitai,Equity,TIANJIN HI-TECH ENVIRONMENT DEVELOPMENT CO LTD,China,CHA,Infrastructure,B,Disruptive Technologies and Funds,Active,12/16/2010,12/29/2010,01/28/2011,03/30/2011,,,,10,10,CN,"July 06, 2022 03:15 AM"
11/15/2010,FINCA Microfinance Holdings,Summary of Proposed Investment (Disclosure Policy 2006),29683,https://disclosures.ifc.org/project-detail/SPI/29683/finca-microfinance-holdings,Equity,FINCA MICROFINANCE HOLDING COMPANY LLC,World Region,WLD,Financial Institutions,FI,"Global Industry, Financial Markets",Active,12/16/2010,12/16/2010,05/31/2011,12/07/2011,,,,35,35,99,"July 06, 2022 03:15 AM"
11/15/2010,MTB - EE loan,Summary of Proposed Investment (Disclosure Policy 2006),29951,https://disclosures.ifc.org/project-detail/SPI/29951/mtb---ee-loan,Loan,MINSKIY TRANZITNIY BANK ZAO,Belarus,BLR,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,12/16/2010,12/28/2010,03/10/2011,08/01/2011,,,10,,10,BY,"July 06, 2022 03:15 AM"
11/15/2010,Metcombank I,Summary of Proposed Investment (Disclosure Policy 2006),29981,https://disclosures.ifc.org/project-detail/SPI/29981/metcombank-i,Loan,METALLURGICAL COMMERCIAL BANK JOINT STOCK COMPANY,Russian Federation,RUS,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,12/31/2010,06/14/2011,09/09/2011,04/09/2012,,,10.71,,10.71,RU,"July 06, 2022 03:15 AM"
11/12/2010,Podgorica Bypass,Summary of Proposed Investment (Disclosure Policy 2006),30009,https://disclosures.ifc.org/project-detail/SPI/30009/podgorica-bypass,Loan,CITY OF PODGORICA,Montenegro,MNE,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,12/13/2010,12/16/2010,12/17/2010,12/22/2010,,,13.22,,13.22,ME,"July 06, 2022 03:15 AM"
11/11/2010,La Vegona,Summary of Proposed Investment (Disclosure Policy 2006),28139,https://disclosures.ifc.org/project-detail/SPI/28139/la-vegona,Loan,COMPANIA HONDURENA DE ENERGIA RENOVABLE SA DE CV,Honduras,HDS,Infrastructure,B,Regional Industry - INF LAC,Active,12/13/2010,04/19/2011,09/23/2011,06/12/2012,,,30,,30,HN,"July 06, 2022 03:15 AM"
11/10/2010,Orient Express Bank,Summary of Proposed Investment (Disclosure Policy 2006),29827,https://disclosures.ifc.org/project-detail/SPI/29827/orient-express-bank,Loan,OAO ORIENT EXPRESS BANK,Russian Federation,RUS,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,12/16/2010,12/16/2010,03/02/2011,05/04/2011,,,75,0,75,RU,"July 06, 2022 03:15 AM"
11/08/2010,Stomana III,Summary of Proposed Investment (Disclosure Policy 2006),29688,https://disclosures.ifc.org/project-detail/SPI/29688/stomana-iii,Loan,STOMANA-INDUSTRY AD,Bulgaria,BUL,Manufacturing,B,Regional Industry - MAS ECA,Active,12/22/2010,01/04/2011,03/18/2011,05/23/2011,,,33.46,,33.46,BG,"July 06, 2022 03:15 AM"
11/08/2010,Favorita WC,Summary of Proposed Investment (Disclosure Policy 2006),29907,https://disclosures.ifc.org/project-detail/SPI/29907/favorita-wc,Loan,FAVORITA FRUIT COMPANY LIMITED,Ecuador,ECU,Agribusiness and Forestry,B,Regional Industry - MAS LAC,Completed,12/10/2010,04/05/2011,05/31/2011,07/15/2011,,,11,,11,EC,"July 06, 2022 03:15 AM"
11/05/2010,Eximbank Moldova,Summary of Proposed Investment (Disclosure Policy 2006),28856,https://disclosures.ifc.org/project-detail/SPI/28856/eximbank-moldova,Loan,EXIMBANK Gruppo Veneto Banca JSCB,Moldova,MDA,Financial Institutions,FI,Regional Industry - FIG - ECA,Completed,12/17/2010,12/22/2010,03/16/2011,07/21/2011,,,26.05,,26.05,MD,"July 06, 2022 03:15 AM"
11/03/2010,Latapack Growth,Summary of Proposed Investment (Disclosure Policy 2006),29628,https://disclosures.ifc.org/project-detail/SPI/29628/latapack-growth,Loan,Latapack-Ball Embalagens Ltda.,Brazil,BRA,Manufacturing,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,12/03/2010,12/15/2010,04/15/2011,06/30/2011,,,20,,20,BR,"July 06, 2022 03:15 AM"
11/03/2010,Gamesa,Summary of Proposed Investment (Disclosure Policy 2006),29815,https://disclosures.ifc.org/project-detail/SPI/29815/gamesa,Loan,GAMESA RENEWABLE PRIVATE LIMITED,India,IND,Manufacturing,B,Regional Industry - MAS Asia & Pac,Completed,12/06/2010,01/13/2011,05/25/2011,11/16/2011,,,14.72,,14.72,IN,"July 06, 2022 03:15 AM"
11/02/2010,Togo LCT,Summary of Proposed Investment (Disclosure Policy 2006),29197,https://disclosures.ifc.org/project-detail/SPI/29197/togo-lct,Loan,SOCIETE LOME CONTAINER TERMINAL,Togo,TOG,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Active,01/28/2011,01/06/2011,06/30/2011,12/21/2012,,,116.21,,116.21,TG,"July 06, 2022 03:15 AM"
10/27/2010,Engro Pakistan Emergency Investment Facility,Summary of Proposed Investment (Disclosure Policy 2006),30186,https://disclosures.ifc.org/project-detail/SPI/30186/engro-pakistan-emergency-investment-facility,Loan,ENGRO FERTILIZERS LIMITED,Pakistan,PAK,Manufacturing,C,Regional Industry - MAS Asia & Pac,Completed,11/29/2010,12/10/2010,12/22/2010,06/08/2011,,,30,0,30,PK,"July 06, 2022 03:15 AM"
10/22/2010,EFGSerbia,Summary of Proposed Investment (Disclosure Policy 2006),29985,https://disclosures.ifc.org/project-detail/SPI/29985/efgserbia,Loan,EUROBANK A.D.,Serbia,SRB,Financial Institutions,FI,Regional Industry - FIG - ECA,Completed,11/24/2010,12/20/2010,12/22/2010,04/26/2011,,,50,,50,YF,"July 06, 2022 03:15 AM"
10/22/2010,Bancpost SME,Summary of Proposed Investment (Disclosure Policy 2006),30143,https://disclosures.ifc.org/project-detail/SPI/30143/bancpost-sme,Loan,BANCPOST SA,Romania,ROM,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,11/24/2010,12/20/2010,12/22/2010,04/20/2011,,,75,,75,RO,"July 06, 2022 03:15 AM"
10/21/2010,BIB B loan,Summary of Proposed Investment (Disclosure Policy 2006),29916,https://disclosures.ifc.org/project-detail/SPI/29916/bib-b-loan,Loan,BANCO INDUSTRIAL DO BRASIL S.A.,Brazil,BRA,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,11/30/2010,12/21/2010,12/27/2010,12/30/2010,,,15,,15,BR,"July 06, 2022 03:15 AM"
10/20/2010,RCBC Equity,Summary of Proposed Investment (Disclosure Policy 2006),30235,https://disclosures.ifc.org/project-detail/SPI/30235/rcbc-equity,Equity,RIZAL COMMERCIAL BANKING CORPORATION,Philippines,PHL,Financial Institutions,FI,"Global Industry, Financial Markets",Active,12/02/2010,12/16/2010,03/09/2011,03/17/2011,,,,48.31,48.31,PH,"July 06, 2022 03:15 AM"
10/18/2010,Microcred Microfinance Bank Nigeria Limited,Summary of Proposed Investment (Disclosure Policy 2006),29624,https://disclosures.ifc.org/project-detail/SPI/29624/microcred-microfinance-bank-nigeria-limited,Loan,BAOBAB MICROFINANCE BANK NIGERIA LIMITED,Nigeria,NIR,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,11/19/2010,01/12/2011,06/15/2011,08/29/2011,,,1.97,0.99,2.96,NG,"July 06, 2022 03:15 AM"
10/15/2010,Brasil Terminal Portuario,Summary of Proposed Investment (Disclosure Policy 2006),29505,https://disclosures.ifc.org/project-detail/SPI/29505/brasil-terminal-portuario,Loan,BRASIL TERMINAL PORTUARIO S/A,Brazil,BRA,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,12/15/2010,03/07/2011,03/17/2011,08/25/2011,,,140,,140,BR,"July 06, 2022 03:15 AM"
10/14/2010,Frikom extension,Summary of Proposed Investment (Disclosure Policy 2006),29685,https://disclosures.ifc.org/project-detail/SPI/29685/frikom-extension,Loan,FRIKOM DOO BEOGRAD,Serbia,SRB,Agribusiness and Forestry,B,Regional Industry - MAS ECA,Completed,11/24/2010,12/03/2010,12/30/2010,02/04/2011,,,32.56,,32.56,YF,"July 06, 2022 03:15 AM"
10/08/2010,Caucedo Phase 2,Summary of Proposed Investment (Disclosure Policy 2006),30088,https://disclosures.ifc.org/project-detail/SPI/30088/caucedo-phase-2,Loan,CAUCEDO INVESTMENTS INC,Dominican Republic,DOM,Infrastructure,B,Regional Industry - INF LAC,Completed,11/08/2010,12/10/2010,03/30/2011,08/29/2011,,,17.5,,17.5,DO,"July 06, 2022 03:15 AM"
10/07/2010,ABBank Equity/CB,Summary of Proposed Investment (Disclosure Policy 2006),29745,https://disclosures.ifc.org/project-detail/SPI/29745/abbank-equity-cb,Loan,AN BINH COMMERCIAL JOINT STOCK BANK,Vietnam,VNM,Financial Institutions,FI,"Global Industry, Financial Markets",Active,11/11/2010,11/11/2010,12/28/2010,12/31/2010,,,69.26,0,69.26,VN,"July 06, 2022 03:15 AM"
10/07/2010,InfraV-AK KhanWH,Summary of Proposed Investment (Disclosure Policy 2006),30225,https://disclosures.ifc.org/project-detail/SPI/30225/infrav-ak-khanwh,Loan,AK KHAN WATERHEALTH BANGLADESH LIMITED,Bangladesh,BAN,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,11/08/2010,10/16/2007,02/03/2011,08/24/2011,,,100,0,100,BD,"July 06, 2022 03:15 AM"
10/06/2010,Estacio,Summary of Proposed Investment (Disclosure Policy 2006),28565,https://disclosures.ifc.org/project-detail/SPI/28565/estacio,Loan,ESTACIO PARTICIPACOES S/A,Brazil,BRA,Health and Education,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,11/08/2010,12/07/2010,12/15/2010,05/20/2011,,,30,,30,BR,"July 06, 2022 03:15 AM"
10/01/2010,Cheves Hydro,Summary of Proposed Investment (Disclosure Policy 2006),29405,https://disclosures.ifc.org/project-detail/SPI/29405/cheves-hydro,Loan,STATKRAFT PERU SA,Peru,PER,Infrastructure,A,Regional Industry - INF LAC,Completed,12/02/2010,12/07/2010,12/15/2010,03/05/2012,,,85,,85,PE,"July 06, 2022 03:15 AM"
09/30/2010,Bioparques 2,Summary of Proposed Investment (Disclosure Policy 2006),29734,https://disclosures.ifc.org/project-detail/SPI/29734/bioparques-2,Loan,"Bioparques de Occidente, S.A. de C.V.",Mexico,MXC,Agribusiness and Forestry,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,11/01/2010,05/03/2011,06/15/2011,09/02/2011,,,5,,5,MX,"July 06, 2022 03:15 AM"
09/28/2010,Al Hikma V,Summary of Proposed Investment (Disclosure Policy 2006),28405,https://disclosures.ifc.org/project-detail/SPI/28405/al-hikma-v,Loan,HIKMA PHARMACEUTICALS LLC,Jordan,JOR,Health and Education,B,Regional Industry MAS MCT,Completed,10/28/2010,04/28/2011,12/19/2011,05/24/2012,,,110,27.5,137.5,JO,"July 06, 2022 03:15 AM"
09/24/2010,SEDAS,Summary of Proposed Investment (Disclosure Policy 2006),27559,https://disclosures.ifc.org/project-detail/SPI/27559/sedas,Loan,SAKARYA ELEKTRIK DAGITIM ANONIM SIRKETI,Turkey,TUR,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,10/25/2010,10/25/2010,12/06/2010,01/07/2011,,,75,,75,TR,"July 06, 2022 03:15 AM"
